timestamp,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8,sensor9,sensor10
2017-12-31T19:28:00Z,-0.7077,-0.4644,-0.7264,-0.0635,-0.9393,-1.3304,-1.0684,-0.8747,-0.0653,-0.5865
2017-12-31T19:29:00Z,-1.1815,-1.0707,-0.8775,-1.5786,-0.4951,-0.589,-1.0482,-0.8231,-1.0911,-2.1751
2017-12-31T19:30:00Z,-1.5564,-1.5942,-0.9369,-0.4223,-1.4063,-0.7175,-1.2528,-0.8912,-0.7226,-0.5635
2017-12-31T19:31:00Z,-1.5619,-0.7225,-0.9742,-1.1275,-1.9245,-1.13,-1.1219,-1.7156,-1.486,-0.8443
2017-12-31T19:32:00Z,-1.1525,-1.5025,-0.8933,-0.2967,-0.8128,-0.8023,-0.8794,-1.7447,-0.9181,-0.6631
2017-12-31T19:33:00Z,-1.5559,-1.9126,-1.344,-1.0235,-0.573,-0.7703,-0.6802,-1.1391,-0.1924,-1.0983
2017-12-31T19:34:00Z,-1.2096,-1.1696,-0.2961,-0.8798,-0.4212,-1.0218,-0.3217,-1.1926,-1.1993,-1.2207
2017-12-31T19:35:00Z,-0.8299,-0.2145,0.0148,-0.5795,-0.1494,-1.0873,-1.0713,-0.1436,-0.904,-1.9997
2017-12-31T19:36:00Z,-2.1912,-1.4073,-0.6699,-1.1798,-1.0914,-1.6952,-2.0154,-2.0153,-0.4466,-0.9258
2017-12-31T19:37:00Z,-2.6375,-0.3753,-0.6533,-2.0756,-1.2657,-1.9605,-1.6556,-1.2052,-1.4836,-0.6458
2017-12-31T19:38:00Z,-1.3852,-0.7439,-0.4926,-1.7601,0.1914,-1.0329,-1.9753,-1.1884,-1.4284,-1.2416
2017-12-31T19:39:00Z,-0.6434,-1.0289,-1.5357,-0.6646,-0.5562,-0.638,-0.3036,-1.5017,-0.4495,-0.0863
2017-12-31T19:40:00Z,-1.1828,-0.6398,-2.0064,-1.2446,-1.2381,-1.7361,-1.6298,-2.6119,-0.3355,-2.2746
2017-12-31T19:41:00Z,-2.0373,-0.7514,-1.4786,-0.4724,-1.5848,-1.8255,-0.1123,-1.2007,-0.285,-1.17
2017-12-31T19:42:00Z,-0.5348,-1.22,0.128,-1.0069,-1.118,-1.3237,-1.6152,-1.3463,-0.5231,-0.9959
2017-12-31T19:43:00Z,-0.8275,-1.5532,-1.5365,-1.2698,-1.0852,-1.4392,-0.5025,-1.2326,-0.7769,-1.6686
2017-12-31T19:44:00Z,-1.3259,-0.8649,-0.1954,-1.7896,-1.467,-0.3167,-1.3947,0.3186,-0.8665,-0.7674
2017-12-31T19:45:00Z,0.1304,-0.0229,-1.181,-1.8251,-0.5026,-1.4467,-0.1857,-0.8411,-1.1444,-1.2721
2017-12-31T19:46:00Z,-1.4123,-0.7138,-0.2261,-1.2551,-0.3865,-0.2355,-1.3717,-1.5375,-1.2482,0.3348
2017-12-31T19:47:00Z,-1.4465,-0.84,-0.6178,-0.8456,-0.278,-0.041,-1.3031,-0.5689,-1.94,-1.0341
2017-12-31T19:48:00Z,-0.9897,-1.0182,-0.7542,-0.0197,-1.654,-0.231,-1.1104,-1.3903,-1.4534,-1.1938
2017-12-31T19:49:00Z,-0.4943,-0.3353,-0.0536,-1.1293,-1.1589,-0.1649,-1.0461,-1.2117,-0.9163,-1.3833
2017-12-31T19:50:00Z,-0.9565,-1.0191,-0.7082,-0.4082,-0.8702,-1.7386,-1.2071,-1.381,-1.1247,-1.5903
2017-12-31T19:51:00Z,-1.9613,-0.973,-0.0624,-0.3181,-1.1946,-1.7732,-1.0359,-1.0766,-0.7693,-1.3174
2017-12-31T19:52:00Z,-0.7306,-0.8786,-1.1863,-1.0698,-0.9337,-1.4226,-0.9413,-0.6418,-0.8357,-1.2138
2017-12-31T19:53:00Z,-0.2362,-0.6161,-0.3858,-1.9275,-1.6855,-1.5317,-1.6669,-0.4385,-1.6226,-1.1304
2017-12-31T19:54:00Z,-1.16,-1.5012,-1.3269,-0.7437,-1.6821,-0.9537,-1.5154,-1.2583,-0.9836,-1.4972
2017-12-31T19:55:00Z,-1.5075,-0.6905,0.5481,-2.008,-0.6434,-1.0394,-1.7017,-1.6585,-1.3262,-0.4383
2017-12-31T19:56:00Z,-0.3964,-1.2638,-0.3806,-0.6904,-1.3095,-0.9755,-0.7229,-1.5546,-0.0628,-0.703
2017-12-31T19:57:00Z,-2.2017,-0.5966,-1.4931,-0.6595,-1.5792,-0.7469,-0.4725,-1.6711,-1.3831,-0.9369
2017-12-31T19:58:00Z,-0.1294,-1.0561,-1.1444,-0.1298,-0.4676,-1.7193,-0.9814,-0.2806,-1.0299,-0.0986
2017-12-31T19:59:00Z,-0.6268,-0.9342,0.0614,-0.4744,-0.4392,-1.2698,-0.4084,-1.0184,-0.6443,-1.1372
2017-12-31T20:00:00Z,-1.2531,-0.8858,-1.7535,-0.7627,-1.1439,-0.65,-1.3984,-0.2496,-0.0064,-0.9624
2017-12-31T20:01:00Z,-0.4777,-1.1366,-0.7814,-1.1056,-0.8868,-0.4452,-0.9535,-0.8722,-0.9493,-1.4214
2017-12-31T20:02:00Z,-1.4189,-1.8698,-1.2741,-0.6138,0.2959,-0.4522,-0.1848,-1.4311,-0.6663,-0.6037
2017-12-31T20:03:00Z,-0.8769,-0.6913,-1.064,-0.6975,-1.2811,-0.5667,-0.3621,-0.9987,-0.956,0.2394
2017-12-31T20:04:00Z,-0.4711,-0.2575,-0.7443,-1.1313,-0.9501,-0.1072,-0.1342,-0.1208,-1.1584,-0.3949
2017-12-31T20:05:00Z,-0.7605,-1.6845,-2.1429,-0.4965,-0.852,-0.1537,-0.4816,-1.0597,-1.1853,-1.1684
2017-12-31T20:06:00Z,-1.7739,-0.6677,-1.5472,-1.0223,-1.1611,-1.3677,-0.9559,-1.471,-1.4844,-1.175
2017-12-31T20:07:00Z,-0.705,-1.4058,0.038,-1.3678,-0.7148,-0.9492,-0.4422,0.0953,-0.5307,-0.8219
2017-12-31T20:08:00Z,-0.3266,-0.534,-1.6598,-1.4498,-1.3886,-1.1888,-1.995,0.0675,-0.5971,-0.2991
2017-12-31T20:09:00Z,-1.2279,-0.1369,-0.3049,-1.0782,-1.1616,-1.713,-0.5301,-0.8822,-1.0618,-1.2569
2017-12-31T20:10:00Z,-1.2263,-0.8365,-0.9717,-1.2885,-0.714,-1.3117,-0.5301,-1.1166,-1.1491,-0.9167
2017-12-31T20:11:00Z,-1.1721,-1.1488,-0.5979,-1.3357,-1.9807,-1.2269,-1.518,-0.281,-0.0748,-0.8797
2017-12-31T20:12:00Z,-1.2088,-0.2555,-1.0067,0.0526,-0.5892,-1.2323,-0.8926,-0.8952,-0.8403,-0.7754
2017-12-31T20:13:00Z,-1.2997,-0.7798,-1.0628,-0.5147,-0.9249,-0.5178,-1.2496,-0.3735,-0.3757,-0.8822
2017-12-31T20:14:00Z,-0.7645,-1.0834,-0.6913,-0.6811,-1.5783,-0.3093,-0.6976,-0.5187,-0.8232,-1.3606
2017-12-31T20:15:00Z,-0.7378,-1.2842,-1.0969,-0.1633,-1.1679,0.1419,-0.5144,-1.257,-0.9479,-0.555
2017-12-31T20:16:00Z,-0.297,-0.7659,-0.0762,-0.1799,-1.3782,-0.1026,-0.4634,-1.9425,-1.036,-0.0745
2017-12-31T20:17:00Z,-1.2673,-1.4601,-0.2841,-0.6828,-0.521,-0.3815,-0.5539,-0.6832,-1.1405,-1.5261
2017-12-31T20:18:00Z,-0.0645,-0.7732,-0.7178,-0.9026,-0.4912,-0.1002,-1.9628,-1.4881,-0.7787,-0.2027
2017-12-31T20:19:00Z,-0.7711,-0.3591,-1.2729,-0.2742,-0.3717,-1.304,-0.4847,-0.7283,-1.1735,-1.1713
2017-12-31T20:20:00Z,-0.9466,-0.8693,-0.7925,-1.6664,-0.6918,-1.0052,-0.3451,-1.2628,-0.6125,-0.4428
2017-12-31T20:21:00Z,-0.6071,-0.3855,-0.5749,-0.1593,-0.5819,-0.6059,-0.5227,0.2718,-0.0321,-0.3009
2017-12-31T20:22:00Z,-0.6246,-0.597,-0.4737,-1.0578,-0.1155,-1.247,-0.4915,-0.2685,-0.7307,-0.3114
2017-12-31T20:23:00Z,-0.0481,-0.2423,-0.3627,-0.7175,-1.1675,-0.2333,-0.4749,-0.5764,-1.2776,-0.0002
2017-12-31T20:24:00Z,-0.7255,-1.2407,-0.9004,-1.5112,-0.1323,-0.9783,-0.7805,-1.2093,-1.421,-0.3607
2017-12-31T20:25:00Z,-1.3473,-0.8051,-0.0842,-1.1599,-0.8405,-0.2097,-1.1198,-0.8977,-0.7042,-0.4787
2017-12-31T20:26:00Z,-0.6599,-0.9222,0.1333,-1.0856,-0.3444,-0.7859,-0.526,-0.9066,0.152,-0.0539
2017-12-31T20:27:00Z,-0.7876,-0.4043,0.189,-0.764,-1.045,-0.1428,-0.6738,-0.2064,0.0587,-0.4794
2017-12-31T20:28:00Z,-0.1142,-1.4947,-0.532,-1.0041,-1.2483,-0.7702,-0.5142,-0.4944,-1.4625,-1.1722
2017-12-31T20:29:00Z,-1.1464,-0.356,-0.7645,-0.3353,-0.3761,-0.4859,-0.6191,0.0385,-1.2067,-0.3194
2017-12-31T20:30:00Z,-0.2728,-0.918,-0.8576,-0.948,-0.7722,-0.4197,-1.3912,-1.0878,-0.5774,-1.2511
2017-12-31T20:31:00Z,-0.234,-0.3466,-0.454,0.2103,-0.7614,-0.122,-0.6162,-0.2189,-0.1929,-1.1281
2017-12-31T20:32:00Z,-0.6175,-0.474,-0.5612,0.1522,-0.4681,-0.0169,-0.3772,-0.1669,-0.8154,-0.6964
2017-12-31T20:33:00Z,-0.5283,-1.058,-0.0358,-1.1573,-0.0656,-0.644,-0.3154,-0.7271,-0.3244,0.0719
2017-12-31T20:34:00Z,0.0211,-0.4332,-0.163,-0.8204,-1.4042,-0.3819,-0.3102,-0.769,-0.9193,0.0783
2017-12-31T20:35:00Z,-0.8777,-0.7064,-0.9937,0.2989,-0.6008,-0.2809,-0.1215,-1.0495,-0.308,-1.3425
2017-12-31T20:36:00Z,-0.4986,-0.8112,-0.8042,-0.5535,-1.5179,-0.3358,0.3699,-0.4445,-0.4044,0.5825
2017-12-31T20:37:00Z,-0.7548,-0.7844,-0.8815,-0.6108,0.6608,-0.3368,-1.4629,-0.6077,0.742,-0.3587
2017-12-31T20:38:00Z,-0.6324,-1.0182,-0.0661,-0.3334,-0.7579,-0.4965,-1.3866,-0.0525,-0.9564,-0.4306
2017-12-31T20:39:00Z,-0.6129,-0.8197,-0.3702,-1.363,-0.4203,-0.7189,-0.2594,-0.1082,-0.7704,0.1311
2017-12-31T20:40:00Z,-0.0706,-0.6158,-0.296,0.0276,0.305,-0.2621,-0.1209,-1.3722,-0.3788,-0.0049
2017-12-31T20:41:00Z,0.2942,-0.5519,-0.3788,-0.106,-0.8594,-0.5673,-0.0385,-0.2162,0.2575,0.6317
2017-12-31T20:42:00Z,-0.9647,-0.6606,0.3491,-0.2648,0.3447,-0.1755,0.226,-1.1461,-0.0968,-0.5346
2017-12-31T20:43:00Z,-0.5784,-0.2197,-1.3683,-0.6648,-0.2653,0.6406,0.2336,-0.2947,-1.0463,0.223
2017-12-31T20:44:00Z,-0.7537,-0.2579,-0.0073,-0.9174,-0.2707,-0.0037,-0.3478,0.0273,0.3768,-0.2749
2017-12-31T20:45:00Z,-0.4895,0.1977,0.6353,-0.7581,-0.0391,0.3579,-0.3521,-0.3255,0.1432,-0.1622
2017-12-31T20:46:00Z,0.4764,-0.4637,0.3504,0.3278,-0.6352,0.5614,-0.641,-0.3709,0.5809,-1.4507
2017-12-31T20:47:00Z,-0.5944,0.2487,0.819,-0.1003,0.5464,-0.5056,-0.4205,-0.7869,-0.5197,0.2393
2017-12-31T20:48:00Z,-0.6999,-0.9714,0.0866,0.3671,-0.5962,0.0502,0.3173,-0.9503,-0.1708,0.5845
2017-12-31T20:49:00Z,-0.0507,0.248,-0.446,0.6734,-0.4448,-0.1639,0.2738,-0.8396,-0.1093,0.3434
2017-12-31T20:50:00Z,-0.1715,-0.5478,0.2001,-0.1546,0.5784,0.4895,-0.0575,-0.7841,-0.5791,0.2567
2017-12-31T20:51:00Z,-0.3115,-0.3448,0.5848,-0.7756,-0.9029,0.5172,0.4908,-0.0213,-1.6329,0.4515
2017-12-31T20:52:00Z,-0.6691,-0.3953,-0.3225,-0.3094,-0.3116,-0.171,0.8831,-0.1104,-0.0176,-1.1993
2017-12-31T20:53:00Z,-0.307,-0.3709,0.0295,0.4907,0.2754,-0.1217,0.3149,1.0116,-0.1367,-0.1554
2017-12-31T20:54:00Z,0.6814,-0.1131,-0.3861,-0.1657,-1.1426,-0.7138,0.0041,-0.69,-0.3591,0.8023
2017-12-31T20:55:00Z,-0.4543,0.041,-0.3207,-0.0037,-0.4646,-0.5797,-0.3426,-0.2792,0.1387,0.5894
2017-12-31T20:56:00Z,0.3245,-0.4318,-0.2844,-0.2672,-0.0708,-0.367,-0.0781,-0.2976,-0.4665,-0.0659
2017-12-31T20:57:00Z,-0.5345,-0.1578,-0.3183,-0.7685,-0.1129,-0.3286,0.2832,0.2905,-0.0675,0.5405
2017-12-31T20:58:00Z,0.141,-0.1774,0.3279,0.3766,-0.4564,0.2088,-0.4236,-1.32,0.0769,-0.6475
2017-12-31T20:59:00Z,0.3116,0.3919,-0.6615,0.1404,0.8967,-0.1563,-0.6014,-0.1536,0.1423,-0.2674
2017-12-31T21:00:00Z,0.631,0.6843,0.5286,0.046,-0.0994,-0.3351,0.1786,-0.586,-0.9839,0.1548
2017-12-31T21:01:00Z,0.6292,-0.3179,0.3939,0.5948,0.1129,-0.0895,-0.2281,0.1176,-0.0442,0.8186
2017-12-31T21:02:00Z,-0.6137,0.0768,0.2138,0.3188,0.2631,0.1628,0.4039,0.4219,-0.0536,-0.9306
2017-12-31T21:03:00Z,0.5591,0.9031,-0.0099,0.0667,0.4987,0.0921,-0.3258,0.5166,-0.4001,0.0183
2017-12-31T21:04:00Z,-0.3608,-0.0806,0.0813,-0.2879,0.5548,0.3886,-0.4251,0.3675,0.44,0.6735
2017-12-31T21:05:00Z,-0.9218,0.8238,0.7775,-0.2779,0.2464,0.1155,-0.1991,-0.1275,0.0836,-0.3895
2017-12-31T21:06:00Z,0.5155,-0.4419,0.6635,-0.3124,0.6882,0.1779,-0.1243,-0.0509,-0.3669,-0.6808
2017-12-31T21:07:00Z,1.0304,-0.3247,-0.3027,0.4715,0.3975,0.81,-0.4406,0.3287,0.744,0.705
2017-12-31T21:08:00Z,-0.069,0.1094,-0.0902,0.4447,-0.046,-0.2851,-0.2579,-0.1306,0.1401,-0.3365
2017-12-31T21:09:00Z,0.4267,0.2121,0.3179,-0.131,0.0407,0.7113,0.5039,-0.4596,0.765,1.0594
2017-12-31T21:10:00Z,0.095,0.2403,0.9884,0.158,-0.1624,1.5178,-0.1445,0.1822,-0.2215,0.2032
2017-12-31T21:11:00Z,0.1458,0.4704,0.2512,0.511,1.2358,-0.0626,0.1243,0.7194,-0.2297,0.4261
2017-12-31T21:12:00Z,-0.6558,-0.6247,0.4,0.0514,0.2576,1.6219,-0.1686,0.2097,0.7176,0.2872
2017-12-31T21:13:00Z,-0.2982,0.4552,-0.5398,0.6571,0.1798,0.753,0.6812,0.7388,0.4424,1.044
2017-12-31T21:14:00Z,0.3921,0.6761,-0.1077,0.513,0.1064,-0.441,0.3742,0.5696,0.185,0.3588
2017-12-31T21:15:00Z,-0.1698,-0.5214,-0.8874,0.2825,0.4923,-0.9649,-0.4153,0.991,0.2144,0.0803
2017-12-31T21:16:00Z,0.2497,1.002,-0.1138,-0.0145,0.5236,0.1379,0.7758,-0.3173,1.2709,0.9147
2017-12-31T21:17:00Z,-0.2394,0.1248,1.0593,1.0834,1.3774,-0.4543,-0.0737,0.3047,0.4992,0.7142
2017-12-31T21:18:00Z,0.718,0.4858,-0.2309,1.0184,0.1341,0.8903,-0.2002,0.0136,-0.1373,0.5277
2017-12-31T21:19:00Z,-0.1395,0.8309,-0.1218,0.5476,0.2224,-0.0512,0.8377,0.4564,0.262,0.546
2017-12-31T21:20:00Z,1.103,1.0138,1.175,0.0992,0.7995,1.1478,0.6469,0.4171,0.3243,-0.6163
2017-12-31T21:21:00Z,0.5264,0.7109,0.2482,0.4697,0.0327,1.1979,0.4786,1.0625,1.7522,0.6344
2017-12-31T21:22:00Z,0.4122,0.6102,-0.721,-0.2974,0.6427,0.0879,0.3594,0.1886,1.1932,0.0102
2017-12-31T21:23:00Z,0.8303,1.0277,0.1608,0.0057,0.2403,0.3767,0.6923,0.4259,0.8346,0.6658
2017-12-31T21:24:00Z,-0.1182,0.1323,0.0493,0.1586,0.81,-0.6552,0.1633,0.8362,-0.6007,-0.1017
2017-12-31T21:25:00Z,1.072,0.615,-0.0279,1.0933,1.872,0.8174,-0.1358,1.0885,0.5108,-0.1821
2017-12-31T21:26:00Z,0.2605,-0.243,0.5636,0.5092,0.3134,0.6867,0.1022,-0.2677,-0.031,0.3944
2017-12-31T21:27:00Z,0.6176,-0.1259,0.1652,1.3727,0.6679,0.3263,1.1229,0.5215,0.8051,0.1285
2017-12-31T21:28:00Z,0.764,-0.4557,0.8539,0.554,0.9619,0.0795,0.8603,0.6147,-0.0866,0.0095
2017-12-31T21:29:00Z,0.5901,0.3855,0.5931,-0.0501,0.7414,1.024,0.2091,0.5757,-0.3155,0.1644
2017-12-31T21:30:00Z,0.8723,0.3587,0.2613,1.0817,-0.1323,0.8147,0.941,0.8191,0.1956,0.9991
2017-12-31T21:31:00Z,0.8713,0.573,0.8524,1.3006,-0.0913,1.2026,1.4754,1.4976,0.9834,0.0078
2017-12-31T21:32:00Z,0.8281,0.2542,0.7609,0.815,0.7493,0.4279,0.2392,1.0203,0.3706,1.1753
2017-12-31T21:33:00Z,0.7024,0.6687,-0.1192,0.7726,0.2194,0.8461,-0.1583,0.2225,1.1207,0.8805
2017-12-31T21:34:00Z,1.2162,0.6426,0.6618,0.5942,0.5629,1.2244,0.5113,0.6637,-0.0374,-0.7356
2017-12-31T21:35:00Z,0.1124,0.3354,0.2995,0.412,0.6273,0.3046,0.8328,1.0516,1.6068,-0.5146
2017-12-31T21:36:00Z,0.8868,1.2393,1.4413,0.5934,1.7527,0.5948,1.088,0.4929,0.8431,0.823
2017-12-31T21:37:00Z,0.4843,0.5297,0.3391,0.0171,2.0571,0.6086,0.31,0.3637,0.763,0.5782
2017-12-31T21:38:00Z,0.7198,-0.0528,0.9206,1.0073,0.3812,1.2114,0.3761,0.3345,1.1376,1.6247
2017-12-31T21:39:00Z,1.0578,0.5628,1.4833,0.4993,-0.3444,0.6878,0.9779,0.5961,1.5038,0.6553
2017-12-31T21:40:00Z,1.2112,1.7191,0.8859,-0.2407,1.4001,0.0942,1.1191,0.2593,0.5586,0.4743
2017-12-31T21:41:00Z,1.0357,0.4678,0.237,0.7334,-0.3628,0.378,0.7634,0.6968,0.2141,0.9046
2017-12-31T21:42:00Z,1.1457,1.1098,0.8815,1.1059,0.2864,1.1289,1.0908,0.9184,1.3959,0.9132
2017-12-31T21:43:00Z,0.9685,-0.2296,-0.0838,1.5031,0.9209,1.3423,0.3067,1.1289,0.3116,1.5031
2017-12-31T21:44:00Z,0.8374,0.1529,0.5829,1.2208,-0.03,0.4729,0.0473,1.2623,0.398,0.6938
2017-12-31T21:45:00Z,1.2388,1.2631,0.1793,1.2961,1.4701,0.8098,0.8288,1.2948,0.83,0.6755
2017-12-31T21:46:00Z,0.4459,0.212,1.4341,0.4999,0.2044,0.539,1.1696,0.4542,1.2862,0.4676
2017-12-31T21:47:00Z,0.3167,0.7134,1.1607,0.7576,0.8904,1.0561,0.4358,0.9991,-0.0556,0.2055
2017-12-31T21:48:00Z,0.5252,0.9967,1.1411,1.7558,1.0354,1.6848,0.7753,-0.2335,0.1963,0.6333
2017-12-31T21:49:00Z,0.9653,1.063,0.8483,0.6407,-0.4255,1.5132,0.5347,0.8314,0.5592,0.8954
2017-12-31T21:50:00Z,1.3261,1.2241,1.3851,0.8995,0.2273,1.0912,1.1924,0.8684,0.091,0.2493
2017-12-31T21:51:00Z,0.7655,0.4939,0.7171,0.8492,0.1867,0.4336,0.7086,0.4264,1.8801,1.2653
2017-12-31T21:52:00Z,2.0907,1.086,1.3603,0.8062,0.7676,0.4913,1.3857,0.4168,0.8452,-0.303
2017-12-31T21:53:00Z,1.3869,1.666,1.0243,1.5876,0.7496,0.6237,0.5228,1.6772,0.8391,1.3486
2017-12-31T21:54:00Z,1.8514,0.0302,1.2597,1.4102,0.3556,0.2622,0.6648,0.894,1.3553,1.0636
2017-12-31T21:55:00Z,0.8242,0.6262,0.9829,0.9293,0.7906,0.7158,0.4687,0.4989,0.7033,1.2732
2017-12-31T21:56:00Z,0.6517,1.3932,1.3429,0.5296,-0.0039,1.3838,0.0166,0.753,1.3634,0.0015
2017-12-31T21:57:00Z,1.5309,1.0577,0.8985,0.0443,0.6796,0.2653,1.4627,1.5841,1.1921,0.6945
2017-12-31T21:58:00Z,0.386,0.6815,1.0718,0.5066,1.174,1.2628,0.9727,1.7644,1.226,1.1456
2017-12-31T21:59:00Z,1.084,0.5521,1.6131,0.4684,1.4011,0.556,1.4345,1.7731,0.4884,0.4436
2017-12-31T22:00:00Z,0.877,0.623,1.5053,0.9098,0.7481,0.7933,0.9923,0.1196,1.5717,0.6638
2017-12-31T22:01:00Z,1.2536,0.4581,0.7902,0.9665,1.6151,0.6834,0.5126,0.6228,1.5729,0.7854
2017-12-31T22:02:00Z,1.6553,0.9356,1.2809,0.8816,0.6981,0.1537,1.4546,1.6479,0.6034,0.2304
2017-12-31T22:03:00Z,1.047,0.7578,1.645,0.6963,1.3043,1.1718,1.4405,2.0331,1.3909,0.5884
2017-12-31T22:04:00Z,1.5396,1.0738,1.3155,0.5694,0.9968,0.7778,1.3537,0.6629,2.0922,-0.2358
2017-12-31T22:05:00Z,0.9006,-0.2985,0.5977,1.4,0.8222,0.0791,1.4476,0.1392,0.4244,-0.1547
2017-12-31T22:06:00Z,0.6631,1.1192,1.0606,1.8362,1.3014,1.1733,0.6352,1.7444,0.4621,0.651
2017-12-31T22:07:00Z,0.9806,1.3503,1.654,0.1112,1.0429,1.3646,0.59,1.1134,1.5784,0.66
2017-12-31T22:08:00Z,1.7132,0.2832,1.3461,1.1316,1.433,2.0638,1.9944,0.7875,1.4183,1.4275
2017-12-31T22:09:00Z,0.4643,0.2458,0.7332,1.9997,1.8379,0.6646,1.4002,1.3147,0.4108,1.1963
2017-12-31T22:10:00Z,0.6175,-0.1845,1.2919,1.9547,0.0264,0.7552,0.9364,0.5677,1.0484,1.0083
2017-12-31T22:11:00Z,0.4268,1.0647,1.841,1.5114,1.8106,1.0971,1.8961,0.6405,0.266,0.7586
2017-12-31T22:12:00Z,1.0476,1.1305,0.4414,0.5085,0.9795,0.8173,1.1363,1.698,0.8697,2.057
2017-12-31T22:13:00Z,1.5457,1.1378,0.5953,1.4513,1.0597,1.089,1.1615,1.0269,0.9441,0.9104
2017-12-31T22:14:00Z,0.6432,0.5803,0.1707,1.2681,0.6018,1.1719,1.365,0.7785,0.7966,1.5826
2017-12-31T22:15:00Z,2.0066,1.1704,0.9936,0.554,0.7395,1.0864,1.177,0.4985,1.2708,0.5109
2017-12-31T22:16:00Z,1.2265,1.9622,0.595,0.881,1.2993,2.1272,1.726,0.4971,0.6439,0.712
2017-12-31T22:17:00Z,0.533,0.2442,0.7656,1.0838,0.6994,0.4506,2.1885,0.4899,1.1799,1.3632
2017-12-31T22:18:00Z,0.8432,0.9472,1.1791,0.6687,0.8567,0.9572,-0.2757,0.626,0.4198,1.65
2017-12-31T22:19:00Z,0.8751,1.1303,0.1006,1.3401,1.0448,1.0772,1.3648,-0.1109,0.5205,0.8558
2017-12-31T22:20:00Z,1.6179,1.9993,0.6513,1.8176,-0.1712,0.5994,0.994,1.7793,0.7073,1.4072
2017-12-31T22:21:00Z,0.9141,1.9015,1.9574,1.0367,1.52,2.0817,0.0826,0.944,0.9911,1.0597
2017-12-31T22:22:00Z,0.1289,1.5187,1.7891,1.1676,1.281,0.858,0.6411,1.0372,1.3474,0.6797
2017-12-31T22:23:00Z,1.3888,0.9263,1.4821,0.6181,0.4248,0.6291,0.2576,1.524,0.8255,0.594
2017-12-31T22:24:00Z,1.3456,1.7624,0.9604,0.8215,-0.3728,0.1598,1.2611,1.1274,0.8279,1.2187
2017-12-31T22:25:00Z,1.0261,0.5994,0.6763,1.9768,1.2978,1.2063,0.2482,0.056,1.6434,0.6667
2017-12-31T22:26:00Z,1.0629,0.5474,0.4365,0.8615,0.4458,1.0947,0.0212,0.6809,0.8883,1.103
2017-12-31T22:27:00Z,1.9494,0.7171,-0.1036,1.0873,0.7848,0.7415,0.0103,1.2767,1.4981,1.244
2017-12-31T22:28:00Z,0.1964,0.5219,1.7631,0.9524,0.7481,1.4294,0.9606,1.9765,1.1742,1.0746
2017-12-31T22:29:00Z,0.923,0.2571,0.108,0.2983,-0.0437,1.5224,0.198,1.3065,1.0249,1.0016
2017-12-31T22:30:00Z,0.7785,0.1334,1.9382,0.5558,0.8595,1.2083,0.9233,0.7944,0.7262,0.7296
2017-12-31T22:31:00Z,1.0566,0.4784,1.4527,1.3546,0.7835,0.548,0.8501,-0.0395,0.6927,0.9767
2017-12-31T22:32:00Z,1.681,1.5814,0.9677,0.6751,1.2325,0.7082,1.5503,1.127,0.6363,1.3066
2017-12-31T22:33:00Z,1.4442,1.105,1.6123,1.0116,0.7238,0.745,0.9858,1.1397,1.0392,1.1468
2017-12-31T22:34:00Z,0.7323,1.247,0.8803,1.3646,0.6936,1.588,1.6537,0.7208,0.0846,0.7158
2017-12-31T22:35:00Z,1.1883,1.0811,1.2465,0.9874,0.7233,1.5681,1.273,0.9525,0.8865,0.1819
2017-12-31T22:36:00Z,0.443,0.4331,0.9297,0.64,0.4851,1.5158,1.1168,1.6518,1.082,1.5491
2017-12-31T22:37:00Z,0.7165,0.2169,1.262,0.2133,0.9983,1.6692,0.5165,0.6172,1.0729,1.1528
2017-12-31T22:38:00Z,1.265,1.082,1.0406,1.1053,0.8062,0.3754,0.8943,0.8764,1.9088,0.8681
2017-12-31T22:39:00Z,1.2772,1.173,0.4846,1.588,0.5065,0.8588,-0.0073,1.3491,0.2033,0.8689
2017-12-31T22:40:00Z,1.3617,0.9399,0.6532,0.2012,1.9152,0.0816,1.1622,1.0835,0.2337,0.4282
2017-12-31T22:41:00Z,0.4027,0.5709,0.3457,1.0295,0.9421,1.5706,0.8365,1.0744,1.3118,0.2766
2017-12-31T22:42:00Z,1.8846,1.6827,1.0595,0.141,0.6147,0.7376,0.9599,1.3229,0.531,0.992
2017-12-31T22:43:00Z,1.6463,0.9661,1.1684,0.9789,0.9455,0.8707,0.9455,0.7522,1.4628,0.8286
2017-12-31T22:44:00Z,0.8345,0.6356,0.7279,1.4933,1.5152,1.2045,0.4949,0.6166,0.6418,0.0622
2017-12-31T22:45:00Z,1.2072,1.1642,0.0932,0.7392,0.1689,0.4708,0.0711,0.1767,0.57,0.2956
2017-12-31T22:46:00Z,0.7167,0.8085,0.2401,1.1532,-0.1945,0.7213,2.4542,0.4643,0.8484,1.1106
2017-12-31T22:47:00Z,0.6307,-0.1112,1.994,1.1711,1.1081,0.7865,0.9185,0.1826,1.1587,0.721
2017-12-31T22:48:00Z,1.0209,0.2187,1.0192,0.4124,0.4155,0.8529,0.6371,0.2445,0.5547,1.6453
2017-12-31T22:49:00Z,0.9665,1.061,0.6349,0.7843,1.2347,0.6972,0.4172,0.5224,0.6892,1.2543
2017-12-31T22:50:00Z,0.363,-0.0013,0.6119,0.6604,-0.1025,0.8574,0.4509,1.3062,0.1868,0.5305
